id,keywords,year,_title,_creation,_artist,_collection,_sitelinks
Q2027662,"Black people, Grossenau, Madeleine Chapelle, White people, armpit, back, blond hair, bracelet, dance, dimples of Venus, earring, female breast, hairstyle, hammam, handbra, harem, mons pubis, music, navel, necklace, nipple, nudity, part, pubic hair removal, ring, waist-length hair, woman",1860,The Turkish Bath,1862,Jean-Auguste-Dominique Ingres,Department of Paintings of the Louvre,26
Q1167907,"Affenpinscher, Aline Charigot, Charles Ephrussi, Ellen Andrée, Gustave Caillebotte, Jeanne Samary, awning, barrel, boater, bottle, cap, chair, cork, cup, cup with stem, glove, grape, guard rail, maison Fournaise, sailboat, tablecloth, top hat",1880,Luncheon of the Boating Party,1880-1881,Pierre-Auguste Renoir,The Phillips Collection,26
Q1167932,"Belshazzar, Hebrew, knife, pearl, turban",1630,Belshazzar's Feast,1636,Rembrandt,National Gallery,26
Q474024,"Cupid, arrow, lute, nudity, violin",1600,Amor Vincit Omnia,1601-1602,Caravaggio,Gemäldegalerie,25
Q334360,Eldena Abbey,1800,The Abbey in the Oakwood,1809-1810,Caspar David Friedrich,Alte Nationalgalerie,25
Q794077,"Cupid, Venus, allegory, clothed female, naked male, coat of arms, landscape, naked woman",1510,Sacred and Profane Love,1514-1515,Titian,Borghese Collection,25
Q969367,"painting, table, weighing scale, window, woman",1660,Woman Holding a Balance,1665,Johannes Vermeer,National Gallery of Art,25
Q883994,"Castle of San Servando, Toledo, Tagus River, Toledo, alcázar, bridge, building, cathedral, city, cloud, tree",1590,View of Toledo,1596,El Greco,Metropolitan Museum of Art,25
Q2045726,Battle of Anghiari,1500,The Battle of Anghiari,1503,Leonardo da Vinci,Palazzo Vecchio,25
Q1516449,"Christ Child, Collégiale Saint-Pierre de Liège, Liège, Madonna and Child, Mary, Meuse, Nicolas Rolin, Pont des Arches, St. Lambert's Cathedral, angel, arcade, blond hair, book, boy, bridge, capital, city, column, crown, cushion, dress, garden, kneeling, loggia, magpie, man, mother, nudity, orb, overcoat, peafowl, perspective, prayer, prie-dieu, sitting, tile, triplet window, waist-length hair, watercourse, window, woman",1400,Madonna of Chancellor Rolin,1400-1500,Jan van Eyck,Department of Paintings of the Louvre,25
Q2293905,"Medusa, human head, woman",1590,Medusa,1597,Caravaggio,Uffizi Gallery,25
Q2293953,"Mars, Venus, helmet, lance, pillow, satyr, walking stick",1480,Venus and Mars,1485,Sandro Botticelli,National Gallery,25
Q2336984,"mirror, pitcher, schoolchild, tapestry, teacher, window",1660,The Music Lesson,1662,Johannes Vermeer,Royal Collection,25
Q2339059,"Maidenhead Railway Bridge, River Thames, locomotive, railway bridge, rain, vapor",1840,"Rain, Steam and Speed – The Great Western Railway",1843,J. M. W. Turner,National Gallery,25
Q2354251,"Charon, Dante Alighieri, Inferno, Styx, Virgil, back, barque, chestnut hair, dimples of Venus, drapery, drowning, man, navel, nudity, pubic hair, standing, waist-length hair, woman",1820,The Barque of Dante,1822,Eugène Delacroix,Department of Paintings of the Louvre,25
Q2697937,"Campbell's, can",1960,Campbell's Soup Cans,1962,Andy Warhol,Museum of Modern Art,25
Q1169395,"The Procuress by Dirck van Baburen, lute, man, musician, oriental rug, sitting, standing, table, virginal, woman",1660,The Concert,1663,Johannes Vermeer,Isabella Stewart Gardner Museum,25
Q2983399,"Mameluke sword, Mamelukes of the Imperial Guard, blood, horse, knife, melee, rebellion, saddle, scimitar",1810,The Second of May 1808,1814,Francisco Goya,Museo del Prado,25
Q1217003,woman,1880,Portrait of an Unknown Woman,1883,Ivan Kramskoi,Tretyakov Gallery,25
Q663133,"card game, card sharp, man, playing card, six of clubs, table",1590,The Cardsharps,1594,Caravaggio,Kimbell Art Museum,24
Q775407,"Antoine Guillemet, Berthe Morisot, Fanny Claus, balcony, beach umbrella, boy, dog, domestic worker, flower, glove, hand fan, man, musician, painter, sitting, woman",1860,The Balcony,1868,Édouard Manet,Musée d'Orsay,24
Q776175,"aerial perspective, basket, broad-leaved tree, church building, drink, eating, field, food, grain harvest, grains, group of humans, hill, landscape painting, man, meal, peasant, pitcher, rural area, scythe, sea, shore, sitting, sky, sleep, standing, summer, woman, work",1560,The Harvesters,1565,Pieter Brueghel the Elder,Metropolitan Museum of Art,24
Q972196,"Jerome, Jerome in the wilderness",1480,Saint Jerome in the Wilderness,1480-1482,Leonardo da Vinci,Pinacoteca Vaticana,24
Q2409245,woman,1470,Portrait of a Young Girl,1470,Petrus Christus,Gemäldegalerie,24
Q2439462,woman,1460,Portrait of a Lady,1460,Rogier van der Weyden,National Gallery of Art,24
Q2247406,"Holofernes, Judith, decapitation, homicide, man, woman",1610,Judith Slaying Holofernes,1612-1614,Artemisia Gentileschi,Museo di Capodimonte,24
Q1445107,"Danaë, areola, buttocks, female breast, fetal position, nipple, nudity, red hair, waist-length hair, woman",1900,Danaë,1907,Gustav Klimt,Leopold Museum,24
Q2344437,"Jesus, Transfiguration of Jesus, man",1510,Transfiguration,1516-1520,Raphael,Pinacoteca Vaticana,24
Q2360329,"Charites, Three Graces, apple, back, beauty, bijou, body of water, buttocks, chestnut hair, chignon, contrapposto, coral, dimples of Venus, gluteal sulcus, hairstyle, intergluteal cleft, mons pubis, mountain, navel, necklace, nudity, pubic hair removal, rural area, sky, vespaio, waist-length hair, woman",1500,Three Graces,1504,Raphael,Condé Museum,24
Q2011510,"Bacchus, Dionysus",1590,Bacchus,1593,Caravaggio,Uffizi Gallery,24
Q45130,"Orientalism, compass, geographer, globe, interior space, map, oriental rug",1660,The Geographer,1668,Johannes Vermeer,Städel Museum,24
Q2653851,"Crucifixion of Jesus, Impenitent thief, Jesus, Joseph, Mary, Penitent Thief, dog, executioner, horse, man",1600,The Elevation of the Cross,1609-1610,Peter Paul Rubens,Onze-Lieve-Vrouwekathedraal,24
Q2610675,"Romani people, akimbo, black, doublet, eye contact, feather, glove, hat, overcoat, palmistry, part, ruff, smile, standing, sword, thief, turban, young adult man, young adult woman",1590,The Fortune Teller,1595-1598,Caravaggio,Department of Paintings of the Louvre,24
Q1195035,"couple, dress, hug, human, kiss, man, name, stairs, tread, woman",1850,The Kiss,1859,Francesco Hayez,Pinacoteca di Brera,24
Q488825,"Agnolo Poliziano, Christ Child, Cosimo de' Medici, Filippo Strozzi the Elder, Giovanni Pico della Mirandola, Giovanni di Cosimo de' Medici, Giuliano de' Medici, John Argyropoulos, Joseph, Laurus nobilis, Lorenzo Tornabuoni, Lorenzo de' Medici, Mary, Piero di Cosimo de' Medici, Sandro Botticelli, Theodoros Gaza, adoration of the Magi, crown, donor portrait, gift, manger, ruins, turban",1470,Adoration of the Magi,1474-1476,Sandro Botticelli,Uffizi Gallery,23
Q467376,"man, map of Holland and West Friesland, window, wine glass, woman",1650,Officer and Laughing Girl,1658,Johannes Vermeer,The Frick Collection,23
Q966681,"Christ Child, Mary, boy, mother",1510,Madonna della Seggiola,1513-1514,Raphael,Galleria Palatina,23
Q509806,"American Revolution, American Revolutionary War, George Washington, James Monroe, Nathanael Greene, Poopó Lake, Washington's crossing of the Delaware River, boat, flag, flag of the United States of America, horse, longboat, man, soldier",1850,Washington Crossing the Delaware,1851,Emanuel Leutze,Metropolitan Museum of Art,23
Q867403,"Christ Child, Mary, boy, mother, woman",1530,Madonna with the Long Neck,1530-1540,Parmigianino,Uffizi Gallery,23
Q166937,"letter, map of Holland and West Friesland, woman",1660,Woman in Blue Reading a Letter,1664,Johannes Vermeer,Rijksmuseum,23
Q552040,"castle, knight, landscape, river, shield",1500,Vision of a Knight,1504,Raphael,National Gallery,23
Q948034,"Margarita Luti, veil, young adult woman",1510,La velata,1512-1515,Raphael,Galleria Palatina,23
Q951105,"Jesus, feast in the house of Levi, man",1570,The Feast in the House of Levi,1573,Paolo Veronese,Gallerie dell'Accademia,23
Q2046100,"Flora, blond hair, shirt, waist-length hair, woman",1510,Flora,1517,Titian,Uffizi Gallery,23
Q2304870,"Four last things, seven deadly sins",1500,The Seven Deadly Sins and the Four Last Things,1500-1510,Hieronymus Bosch,Museo del Prado,23
Q1652023,"Hennig Brand, alchemist, chemist, phosphorus",1770,The Alchemist Discovering Phosphorus,1771,Joseph Wright of Derby,Derby Museum and Art Gallery,23
Q63692,"Westerwald Pottery, cittern, tavern",1650,The Procuress,1656,Johannes Vermeer,Staatliche Kunstsammlungen Dresden,23
Q2664039,"Virginie Amélie Avegno Gautreau, brown hair, chignon, décolletage, evening dress, eyebrow, hand fan, lipstick, shoulder strap, standing, table, woman",1880,Portrait of Madame X,1884,John Singer Sargent,Metropolitan Museum of Art,23
Q13528770,"Julien Tanguy, man",1880,Portrait of Père Tanguy,1887,Vincent van Gogh,Musée Rodin,23
Q26220165,"artificial pond, clergy house, garden, landscape, spring, woman",1880,The Parsonage Garden at Nuenen,1884,Vincent van Gogh,Groninger Museum,23
Q2610936,"Mario Minniti, apple, basket, fig, grape, peach",1590,Boy with a Basket of Fruit,1593-1595,Caravaggio,Galleria Borghese,23
Q1123378,"Battle of Mühlberg, Charles V, Golden Fleece, body armor, equestrianism, horse, spear",1540,Equestrian Portrait of Charles V,1548,Titian,Museo del Prado,23
Q2627056,"Caravaggio, David, David and Goliath, David with the head of Goliath, beheaded head, head, sword",1600,David with the Head of Goliath,1605,Caravaggio,Galleria Borghese,23
Q1247110,"Icarus, bird, free fall, horse, human, landscape, plough, sea, sheep, ship, sunset",1580,Landscape with the Fall of Icarus,1582-2000,http://www.wikidata.org/.well-known/genid/143e999675d10c492b0ae696a29a491c,Royal Museums of Fine Arts of Belgium,23
Q5930190,"road, star",1890,Road with Cypress and Star,1890,Vincent van Gogh,Kröller-Müller Museum,23
Q685916,"Saint Peter, crucifixion, man",1600,Crucifixion of Saint Peter,1600,Caravaggio,Santa Maria del Popolo,22
Q432253,"Sainte-Adresse, boat, body of water, chair, flag, flag of France, flower, garden, hat, man, parasol, patio, regatta, sailboat, sea, steamship, woman",1860,Garden at Sainte-Adresse,1867,Claude Monet,Metropolitan Museum of Art,22
Q655705,"Caravaggio, Cupid, cornett, cornettist, grape, lute, lutenist, madrigal, man, music, musician, violin",1590,The Musicians,1595,Caravaggio,Metropolitan Museum of Art,22
Q745098,"Christ Child, Holy Family, Mary, Rest on the flight into Egypt, angel, boy, woman",1590,Rest on the Flight into Egypt,1597,Caravaggio,Galleria Doria Pamphilj,22
Q531329,"Kythira, broad-leaved tree, couple, gallantry, group of humans, island, man, mountain, putto, rural area, sea, sitting, sky, standing, statue, woman",1710,The Embarkation for Cythera,1717,Jean-Antoine Watteau,Department of Paintings of the Louvre,22
Q405814,ship of fools,1500,Ship of Fools,1500,Hieronymus Bosch,Department of Paintings of the Louvre,22
Q210277,Tuileries Garden,1860,Music in the Tuileries,1862,Édouard Manet,National Gallery,22
Q254923,"Anemone, Christ Child, Cyclamen, John the Baptist, Mary, Sweet Woodruff, Viola, boy, dandelion, mother, woman",1510,Alba Madonna,1511,Raphael,Andrew W. Mellon collection,22
Q2404992,"Aristotle, Homer, belt, bust, man, portrait, robe, statue",1650,Aristotle with a Bust of Homer,1653,Rembrandt,Metropolitan Museum of Art,22
Q257580,"HMS Temeraire, boat",1830,The Fighting Temeraire,1834,J. M. W. Turner,National Gallery,22
Q2035209,"Christ Child, Madonna and Child, Mary, aureola, blond hair, boy, dress, headscarf, mother, nudity, overcoat, standing",1500,Madonna del Granduca,1506-1507,Raphael,Galleria Palatina,22
Q585437,"boy, fruit, lizard",1590,Boy Bitten by a Lizard,1593-1596,Caravaggio,National Gallery,22
Q1452762,"man, rain, rue Clapeyron, rue de Moscou, rue de Turin, woman",1870,Paris Street; Rainy Day,1877,Gustave Caillebotte,Art Institute of Chicago,22
Q2324643,"Judith, beheaded head, woman",1900,Judith I,1901,Gustav Klimt,Belvedere,22
Q1787143,"1795–1820 clothing, Baltic Sea, Jasmund National Park, Rügen, chalk, cliff, dress, man, sailboat, sky, theological virtue, top hat, tourism, tree, woman",1810,Chalk Cliffs at Ruegen,1818,Caspar David Friedrich,Kunst Museum Winterthur | Reinhart am Stadtgarten,22
Q2343778,"Christ Child, Madonna and Child, Mary, boy, woman",1500,La Belle Jardinière,1500-1507,Raphael,Department of Paintings of the Louvre,22
Q2344357,"Christ Child, Mary, boy, woman",1500,Oddi Altarpiece,1502,Raphael,Pinacoteca Vaticana,22
Q2472983,"Jesus, Last Supper, angel, apostle, basket, cup with stem, dog, drinking glass, fruit, house cat, lamp, man, plate, table, woman",1590,Last Supper,1592-1594,Jacopo Tintoretto,Church of San Giorgio Maggiore,22
Q2665048,"Capocchio, Dante Alighieri, Gianni Schicchi, Gianni Schicchi de' Cavalcanti, Inferno, Virgil, animal bite, back, brown hair, buttocks, cloud, combat, devil, dimples of Venus, gaze, hell, kneeling, laurel wreath, man, nudity, red hair, sky, standing, wing",1850,Dante and Virgil in Hell,1850,William-Adolphe Bouguereau,Musée d'Orsay,22
Q2480921,"Christ Child, Donatien de Reims, Joris van der Paele, Mary, Saint George, arch, body armor, boy, canon, column, cope, glasses, man, mitre, mother, oriental rug, surplice, throne, woman",1430,Madonna with Canon Joris van der Paele,1434,Jan van Eyck,Groeningemuseum,22
Q8030760,"Joanna Hiffernan, Psittacidae, bed, bed sheet, bird's wing, drapery, female breast, lying, navel, nude, parrot, perch, red hair, smile, waist-length hair, woman",1860,Woman with a Parrot,1866,Gustave Courbet,Metropolitan Museum of Art,22
Q1171740,"Venus, house, road, sky, tree, wall, window, woman",1890,White House at Night,1890,Vincent van Gogh,Hermitage Museum,22
Q1216387,lace maker,1660,The Lacemaker,1669,Johannes Vermeer,Department of Paintings of the Louvre,22
Q1217288,"Anthony the Great, Temptations of Saint Anthony",1500,Temptation of Saint Anthony,1501,Hieronymus Bosch,National Museum of Ancient Art,22
Q2213811,"Religion, hay wagon",1510,The Haywain Triptych,1510-1515,Hieronymus Bosch,Museo del Prado,22
Q3808227,"bouquet, curtain, drapery, dress, flower, girl, musician, piano, sheet music, upright piano, vase, waist-length hair",1890,Girls at the Piano,1892,Pierre-Auguste Renoir,Musée d'Orsay,22
Q680128,"Christ carrying the cross, Jesus, Saint Veronica, Simon of Cyrene, man",1510,Christ Carrying the Cross,1510-1516,Hieronymus Bosch,Museum of Fine Arts Ghent (MSK),21
Q697332,"Crack the Whip, Tiddlywinks, barrel, basket, bathing, brick, broom, bullying, child, children's game, fence, hobby horse, hoop rolling, mask, piggy back, stilts, veil, weighing scale, wrestling",1560,Children's Games,1560,Pieter Brueghel the Elder,Kunsthistorisches Museum,21
Q472799,"Mary, angel, woman",1700,Mary Untier of Knots,1700,Johann Georg Melchior Schmittner,St. Peter am Perlach,21
Q846213,"Nerium oleander, dress, flower, sleep, woman",1890,Flaming June,1895,Frederic Leighton,Museo de Arte de Ponce,21
Q386453,"The Seventeen Provinces of the Netherlands, interior, jug, map, pitcher, window, woman",1660,Woman with a Water Jug,1660,Johannes Vermeer,Metropolitan Museum of Art,21
Q927449,"Jesus, Martha, Mary of Bethany, basket, bread, headscarf",1650,Christ in the House of Martha and Mary,1650-1656,Johannes Vermeer,Scottish National Gallery,21
Q930535,"Tahiti, beach, cross-legged sitting, flower, sitting, woman",1890,Tahitian Women on the Beach,1890,Paul Gauguin,Musée d'Orsay,21
Q555821,Raphael,1500,Self-portrait,1504-1506,Raphael,Uffizi Gallery,21
Q2270938,bathing,1900,Les Grandes Baigneuses (The Large Bathers),1900-1906,Paul Cézanne,Philadelphia Museum of Art,21
Q2273517,"Paul the Apostle, conversion of Paul the Apostle",1600,Conversion on the Way to Damascus,1600-1601,Caravaggio,Santa Maria del Popolo,21
Q2317837,"horse, incubus, nightmare, sleep, sleep paralysis, woman",1780,The Nightmare,1781,Henry Fuseli,Detroit Institute of Arts,21
Q1747569,"Christ Child, Madonna and Child, Mary, boy, mother, woman",1440,The Madonna in the Church,1440,Jan van Eyck,Gemäldegalerie,21
Q2337873,"Matthew the Apostle, angel",1600,The Inspiration of Saint Matthew,1602,Caravaggio,San Luigi dei Francesi,21
Q2338417,"Matthew the Apostle, man",1600,The Martyrdom of Saint Matthew,1600,Caravaggio,San Luigi dei Francesi,21
Q26250,"E O Calvo A Tropa Do Calvo, boy, dark brown, fife, flautist, gaiters, gaze towards the viewer, military uniform, soldier, trousers, uniform",1860,The Fif,1866,Édouard Manet,Musée d'Orsay,21
Q39013,"areola, armpit, female breast, foam, night, nipple, nude, nude swimming, nudity, sailing ship, sea, sea bathing, sky, sunset, twilight, underarm hair, wind wave, woman",1860,The Woman in the Waves,1868,Gustave Courbet,Metropolitan Museum of Art,21
Q7536969,"cigarette, human skeleton, human skull, smoking",1880,Skull of a Skeleton with Burning Cigarette,1884,Vincent van Gogh,Van Gogh Museum,21
Q2501284,"Aline Charigot, Suzanne Valadon, back, bathing, blond hair, brown hair, buttocks, chignon, dimples of Venus, gluteal sulcus, grass, herb, intergluteal cleft, navel, nude swimming, nudity, pigtail, shore, sitting, sky, standing, tree, watercourse, woman",1880,The Great Bathers,1884,Pierre-Auguste Renoir,Philadelphia Museum of Art,21
Q2395218,"Argenteuil, Camille Doncieux, Jean Monet, boy, child, cloud, coif, contre-jour, daylight, dress, grass, meadow, mother, parasol, ribbon, rural area, shadow, sky, son, standing, straw hat, strolling, woman",1870,Woman with a Parasol – Madame Monet and Her Son,1875,Claude Monet,National Gallery of Art,21
Q1240092,Innocent X,1650,Portrait of Innocent X,1650,Diego Velázquez,Galleria Doria Pamphilj,21
Q1212861,"Aphrodite, Venus, armpit, birth of Aphrodite, chestnut hair, conch, foam, lying, navel, nudity, putto, sea, sky, waist-length hair, wind wave, woman",1860,The Birth of Venus,1863,Alexandre Cabanel,Musée d'Orsay,21
Q1212920,"Flagellation of Christ, Jesus, man",1460,Flagellation of Christ,1468-1470,Piero della Francesca,Galleria Nazionale delle Marche,21
Q1213151,"Jesus, John the Apostle, Mary, Mary Jacobi, Mary Magdalene, Nicodemus, man",1600,The Entombment of Christ,1600-1604,Caravaggio,Pinacoteca Vaticana,21
Q2734892,"Camille Doncieux, Ville-d'Avray, beach umbrella, clothing, dress, flower, garden, landscape, sitting, stripe, tree, woman",1860,Women in the Garden,1866,Claude Monet,Musée d'Orsay,21
Q3080509,"1795–1820 clothing, back, bathing, bed, bed sheet, brown hair, dimples of Venus, drapery, headscarf, nudity, shoe, sitting, woman",1800,The Valpinçon Bather,1808,Jean-Auguste-Dominique Ingres,Department of Paintings of the Louvre,21
Q3555076,"artificial pond, nymph, satyr",1870,Nymphs and Satyr,1873,William-Adolphe Bouguereau,Clark Art Institute,21
Q3642171,"Alfred Bruyas, Gustave Courbet, Papaver rhoeas, assistive cane, backpack, beard, bow tie, brown hair, cap, cloud, dog, dog collar, domestic worker, dress shirt, gaiters, glove, greeting, hat, hat tip, highway, man, mantle, meeting, necktie, overcoat, painting material, profil perdu, red hair, road, rural area, shoe, sideburns, signet ring, sky, stagecoach, standing, tree, trousers, vest, waist-length hair, walking, walking stick, walrus moustache",1850,"The Meeting, or Bonjour, Monsieur Courbet!",1854,Gustave Courbet,Musée Fabre,21
Q689236,"Carnival, Lent, village",1550,The Fight Between Carnival and Lent,1559,Pieter Brueghel the Elder,Kunsthistorisches Museum,20
Q698254,"cattle, mountain, river",1560,The Return of the Herd,1565,Pieter Brueghel the Elder,Kunsthistorisches Museum,20
Q700834,"Io, Jupiter",1530,Jupiter and Io,1530,Antonio da Correggio,Kunsthistorisches Museum,20
Q123935,"Bacchus, Dionysus, physical container, wine",1620,The Triumph of Bacchus,1628-1629,Diego Velázquez,Museo del Prado,20
Q2445726,"Elaine of Astolat, barque",1880,The Lady of Shalott,1888,John William Waterhouse,National Gallery,20
Q919294,"Christ Child, Mary, boy, mother, woman",1500,Madonna and Child (The Conestabile Madonna),1504,Raphael,Hermitage Museum,20
Q542066,"Gabrielle d'Estrées, fireplace, left-handedness, nipple, nudity, sewing, textile, woman",1590,Gabrielle d'Estrées et une de ses sœurs,1594,http://www.wikidata.org/.well-known/genid/ed59042a5c2c79a73afd8a6090e84f41,Department of Paintings of the Louvre,20
Q241455,Battle of Issus,1520,The Battle of Alexander at Issus,1529,Albrecht Altdorfer,Bavarian State Painting Collections,20
Q247282,"Apollo, Vulcan, body armor, forge",1630,Apollo in the Forge of Vulcan,1630,Diego Velázquez,Museo del Prado,20
Q2052008,"Jacob's Ladder, tree",1630,Jacob’s Dream,1639,Jusepe de Ribera,Museo del Prado,20
Q1314013,"Ancient Rome, Romulus, Sabines, Titus Tatius, child, clothed male, naked female, combat, combat helmet, fortification, hero, horse, man, nudity, rape of the Sabine women, shield, spear, temperance, toddler, war trophy, woman",1790,The Intervention of the Sabine Women,1799,Jacques-Louis David,Department of Paintings of the Louvre,20
Q1430990,"Cupid, Folly, Venus, arrow, mascaron, nude, pearl, pigeon, wing",1540,"Venus, Cupid, Folly and Time",1545,Bronzino,National Gallery,20
Q1432536,"Prunus dulcis, branch, flower",1890,Almond Blossom,1890,Vincent van Gogh,Van Gogh Museum,20
Q644936,"Castor and Pollux, Cupid, Eros, Leucippides, arches of the foot, armband, armpit, back, barefoot, bird's wing, blond hair, body armor, bracelet, brown hair, buttocks, chinstrap beard, clothed male, naked female, cloud, cuirass, dimples of Venus, drapery, gaze towards the viewer, horse, intergluteal cleft, kidnapping, male toplessness, man, nudity, overcoat, overweight, pigtail, red hair, rosacea, rural area, sandal, sibling group, sky, sole, toe, waist-length hair, woman",1610,The Rape of the Daughters of Leucippus,1618,Peter Paul Rubens,Bavarian State Painting Collections,20
Q1560719,flower,1880,"Carnation, Lily, Lily and Rose",1885,John Singer Sargent,National Gallery,20
Q2354080,"Jesus, Temptation of Jesus, barefoot, beard, chestnut hair, cloud, desert, overcoat, sitting, sky, tunic, waist-length hair",1870,Christ in the Wilderness,1872,Ivan Kramskoi,Tretyakov Gallery,20
Q2452858,"Christ Child, Madonna and Child, Mary, boy, mother, woman",1500,Madonna del Prato,1505-1506,Raphael,Kunsthistorisches Museum,20
Q2629423,"1750–75 clothing, armrest, bodice, book, chestnut hair, chignon, cuff, cushion, dress, girl, reading, ribbon, rosacea, ruff, shadow, sitting, waist-length hair, wall, woman",1760,A Young Girl Reading,1769,Jean-Honoré Fragonard,National Gallery of Art,20
Q2636368,"Battle of Grunwald, Casimir V, Duke of Pomerania, Heinrich von Plauen, Heinrich von Schwelborn, Jakub Skarbek z Góry, Jan Długosz z Niedzielska, Jan Žižka, Konrad VII the White, Kuno von Lichtenstein, Marcin of Wrocimowice, Marquard von Salzbach, Mikołaj Trąba, Q9209626, Siemowit IV, Sigismund Korybut, Spear of St. Maurice, Stanislaus of Szczepanów, Ulrich von Jungingen, Vytautas, Werner von Tettingen, Władysław II Jagiełło, Zawisza the Black, Zbigniew Oleśnicki, Zyndram of Maszkowice",1870,Battle of Grunwald,1878,Jan Matejko,National Museum in Warsaw,20
Q7769644,"Testudinidae, man, ney",1900,The Tortoise Trainer,1906,Osman Hamdi Bey,Pera Museum,20
Q2500226,"Calvary, Descent from the Cross, Jesus, John the Apostle, Joseph of Arimathea, Mary, Nicodemus, ladder, man, tomb of Jesus, tree, woman",1500,The Deposition,1507,Raphael,Galleria Borghese,20
Q2528177,"Actaeon, Diana, Diana and Actaeon",1550,Diana and Actaeon,1556-1559,Titian,National Gallery,20
Q9295442,"Greek nymph, Hylas, Nymphaea, hot spring, nymph",1890,Hylas and the Nymphs,1896,John William Waterhouse,Manchester Art Gallery,20
Q2535473,,1610,The Lunch,1617,Diego Velázquez,Hermitage Museum,20
Q2610729,"Clement VII, Hamilton Bible, Leo X, Luigi de' Rossi, handbell, table, tablecloth",1510,Portrait of Leo X,1518,Raphael,Galleria Palatina,20
Q1090837,"Asnières-sur-Seine, bathing",1880,Bathers at Asnières,1884,Georges Seurat,National Gallery,20
Q1118456,"dress, girl, man, swing, woman",1870,La Balançoire,1876,Pierre-Auguste Renoir,Musée d'Orsay,20
Q1167796,"White-crested Cockatoo, scientist, vacuum pump",1760,An Experiment on a Bird in the Air Pump,1768,Joseph Wright of Derby,National Gallery,20
Q1245388,"Christ Child, Mary, boy, mother, woman",1500,Madonna of the Pinks,1506-1507,Raphael,National Gallery,20
Q1206860,"Ariadne, Bacchus, Corona Borealis, Maenad, Naxos Island, chariot, cheetah, cliff, cloud, dance, fig leaf, male toplessness, man, music, musician, nudity, rural area, satyr, sea, shore, sky, toplessness, tree, waist-length hair, walking, woman",1520,Bacchus and Ariadne,1520-1523,Titian,National Gallery,20
Q1212098,"Gare Saint-Lazare, girl, woman",1870,The Railway,1873,Édouard Manet,National Gallery of Art,20
Q1213437,,1560,The Hay Harvest (early summer June/July),1565,Pieter Brueghel the Elder,The Lobkowicz Collections,20
Q2914912,"basket, boy, brown hair, child labour, clog, dress shirt, geologist's hammer, kneeling, man, quarry, quarryman, rock, rural area, sky, standing, stone, straw hat, suspenders, trousers, vest, work",1850,The Stone Breakers,1850,Gustave Courbet,Staatliche Kunstsammlungen Dresden,20
Q693746,"beach, monk, sea, sky",1800,The Monk by the Sea,1800-1810,Caspar David Friedrich,Alte Nationalgalerie,19
Q650635,drinking,1620,"A Militiaman Holding a Berkemeyer, Known as the ‘Merry Drinker’",1628-1630,Frans Hals,Rijksmuseum,19
Q80869,"giant, hell",1560,Dull Gret,1563,Pieter Brueghel the Elder,Museum Mayer van den Bergh,19
Q746716,"Narcissus, mirror image, reflection",1600,Narcissuss,1600,Caravaggio,Galleria Nazionale d'Arte Antica,19
Q782639,"chair, courtship, drinking, frame, man, stained-glass window, tablecloth, wine glass, woman",1650,The Wine Glass,1658-1660,Johannes Vermeer,Gemäldegalerie,19
Q798034,"Bacchus, broad-leaved tree, horse, mountain, nudity, red deer, sitting",1510,Bacchus,1511-1515,Francesco Melzi,Department of Paintings of the Louvre,19
Q698219,"river, village",1560,The Gloomy Day,1565,Pieter Brueghel the Elder,Kunsthistorisches Museum,19
Q698228,"Christ Child, Mary, boy, mother, woman",1600,Madonna of the Rosary,1607,Caravaggio,Kunsthistorisches Museum,19
Q510799,"Jerome, writing",1600,Saint Jerome Writing,1607-1608,Caravaggio,Heritage Malta,19
Q572697,"Anthony of Padua, Cecilia Soldano, Christ Child, Francis of Assisi, Franciscans, Jacopo Pesaro, Mary, Moors, Saint Peter, Turks, angel, barefoot, beard, body armor, boy, brown hair, buttocks, cloud, column, donor portrait, dress, hair loss, headscarf, key, kneeling, military colours, nudity, overcoat, papal coat of arms, platform, prayer, prisoner, putto, sacra conversazione, sitting, sky, turban, white hair, woman",1510,Pesaro Madonna,1519-1526,Titian,Santa Maria Gloriosa dei Frari,19
Q2400652,peddler,1500,The Wayfarer,1500,Hieronymus Bosch,Jacques Goudstikker collection,19
Q2419166,"Jesus, Thomas the Apostle, man",1600,The Incredulity of Saint Thomas,1601,Caravaggio,Sanssouci Picture Gallery,19
Q2426058,"Minerva, centaur",1480,Pallas and the Centaur,1482,Sandro Botticelli,Uffizi Gallery,19
Q276174,"Elagabalus, column, meal, petal, triclinium",1880,The Roses of Heliogabalus,1888,Lawrence Alma-Tadema,Pérez Simón Collection,19
Q2072801,"Bianca Maria Sforza, caul, coif, dress, formalwear, girl, interlace, waist-length hair",1490,Portrait of a Young Fiancée,1495,Leonardo da Vinci,http://www.wikidata.org/.well-known/genid/5dd590493817987480b5a9253e5eb7b1,19
Q1293985,"Seine, tree, woman",1850,Young Ladies Beside the Seine,1857,Gustave Courbet,Musée des Beaux-Arts de la ville de Paris,19
Q594406,"Archangel Michael, fallen angel",1560,The Fall of the Rebel Angels,1562,Pieter Brueghel the Elder,Royal Museums of Fine Arts of Belgium,19
Q630121,"Jeanne Darlot, girl",1880,Two Sisters,1881,Pierre-Auguste Renoir,Art Institute of Chicago,19
