id,keywords,year,_title,_creation,_artist,_collection,_sitelinks
Q2635552,Paul III,1500,Portrait of Cardinal Alessandro Farnese,1509,Raphael,Museo di Capodimonte,11
Q2698149,"Belisarius, beggar, blindness, boy, general, soldier, woman, wonder",1780,Belisarius Begging for Alms,1781,Jacques-Louis David,Palais des Beaux-Arts de Lille,11
Q1090371,"Philip IV of Spain, man",1630,Philip IV in Brown and Silver,1635,Diego Velázquez,National Gallery,11
Q1113763,man,1630,Portrait of Pablo de Valladolid,1635,Diego Velázquez,Museo del Prado,11
Q1114913,"Christ Child, Mary, adoration of the shepherds, angel, boy, woman",1610,Adoration of the Shepherds,1612-1614,El Greco,Museo del Prado,11
Q1115595,"Christ Child, Mary, boy, woman",1600,The Flight into Egypt,1604,Annibale Carracci,Galleria Doria Pamphilj,11
Q1117094,"Jesus, man",1600,The Crowning with Thorns,1602,Caravaggio,Kunsthistorisches Museum,11
Q1055111,"Christ Child, Mary, boy, woman",1460,Madonna and Child,1460-1465,Filippo Lippi,Uffizi Gallery,11
Q1130759,"Margaret Theresa of Spain, drapery, dress, handkerchief",1660,Infanta Margarita Teresa in a Pink Dress,1660-1665,Juan Bautista Martínez del Mazo,Museo del Prado,11
Q1132486,Legend of Saint Ursula,1610,The Martyrdom of Saint Ursula,1610,Caravaggio,Gallerie d'Italia,11
Q1134060,"Susanna, elderly people, navel, nudity, sitting, washing, woman",1600,Susanna and the Elders,1606-1607,Peter Paul Rubens,Borghese Collection,11
Q1194663,Ulrich Zasius,1560,The Jurist,1566,Giuseppe Arcimboldo,Nationalmuseum,11
Q1195238,"cherub, fountain, gaze towards the viewer, lute, man, woman",1630,The Garden of Love,1630-1635,Peter Paul Rubens,Museo del Prado,11
Q1197647,horse,1910,The Tower of Blue Horses,1914,Franz Marc,Alte Nationalgalerie,11
Q1198515,"mountain, tree",1820,Solitary Tree,1822,Caspar David Friedrich,Alte Nationalgalerie,11
Q1211943,"hand fan, woman",1630,The Lady with a Fan,1635-1640,Diego Velázquez,The Wallace Collection,11
Q2717478,"Christ Child, Mary, boy, mother, woman",1460,Madonna della Loggia,1467,Sandro Botticelli,Uffizi Gallery,11
Q2717601,"Apollo, Hyacinth, agony, man, nudity, rural area",1800,The Death of Hyacinthos,1801,Jean Broc,Musée Sainte-Croix,11
Q3210841,Seneca,1770,The Death of Seneca,1773,Jacques-Louis David,Musée des Beaux-Arts de la ville de Paris,11
Q3211055,"Christ Child, Mary, boy, woman",1480,The Nativity,1480,Piero della Francesca,National Gallery,11
Q2837807,"barefoot, beard, book, chignon, drapery, dress, décolletage, insect wing, kneeling, loincloth, male toplessness, man, personification, sitting, standing, toplessness, truth, white hair, woman, writing",1790,"Truth, Time and History",1797,Francisco Goya,Nationalmuseum,11
Q2898121,"Actaeon, Diana, Diana and Actaeon, bow, dog, tree",1550,The Death of Actaeon,1559-1575,Titian,National Gallery,11
Q2920183,"Annunciation, Gabriel, Mary, angel, dove, light, putto",1550,Annunciation,1559-1564,Titian,San Salvador,11
Q2921123,gaze towards the viewer,1910,Seated Nude,1917,Amedeo Modigliani,Royal Museum of Fine Arts Antwerp,11
Q2943415,"Grand Canal, Santa Maria della Carità, campiello San Vidal",1720,The Stonemason's Yard,1725,Canaletto,National Gallery,11
Q2980775,"Cleopatra, Cyperus papyrus, Uraeus, agony, ancient Egyptian architecture, barefoot, black hair, column, corpse, couch, courtyard, diadem, domestic worker, dress, female breast, flower, hand fan, headscarf, houseplant, leopard, male toplessness, man, necklace, platform, poison, poisoning, prisoner, sitting, slide, toplessness, woman",1880,Cleopatra Testing Poisons on Condemned Prisoners,1887,Alexandre Cabanel,Royal Museum of Fine Arts Antwerp,11
Q3012259,"Thoroughbred, horse, racehorse",1760,Whistlejacket,1762,George Stubbs,National Gallery,11
Q3013303,"Danaë, areola, bedroom, bracelet, canopy bed, chestnut hair, chignon, dog, domestic worker, drapery, dress, female breast, gold coin, kneeling, lute, mons pubis, navel, nipple, nudity, pubic hair removal, shower of gold, sitting, woman",1570,Danae,1570,Jacopo Tintoretto,Museum of Fine Arts of Lyon,11
Q3038406,"Juana I of Castile, bonfire, burial, candle, church building",1870,Doña Joanna the Mad,1877,Francisco Pradilla y Ortiz,Museo del Prado,11
Q3078569,,1560,Dormition of the Virgin,1565,El Greco,"Syros, Agios Nikolaos in Ermoupolis",11
Q3177703,"Alfred Sisley, Lise Tréhot, beard, bow tie, brown hair, couple, crinoline, dress shirt, frock coat, man, standing, trousers, woman",1860,Marriage of Sisley,1868,Pierre-Auguste Renoir,Wallraf–Richartz Museum,11
Q3201883,"Cupid, Cupid and Psyche, bow, chaise longue, curtain, mountain, tree",1810,Cupid and Psyche,1817,Jacques-Louis David,Cleveland Museum of Art,11
Q3203172,"Jesus, man",1880,Christ's Entry Into Brussels in 1889,1888,James Ensor,J. Paul Getty Museum,11
Q3207608,,1810,The Anger of Achilles,1819,Jacques-Louis David,Kimbell Art Museum,11
Q3879280,"Beatrice Hastings, naked woman",1910,Female Nude,1916,Amedeo Modigliani,Courtauld Gallery,11
Q3897210,"Charon, Styx, landscape, water transport",1510,Landscape with Charon Crossing the Styx,1515,Joachim Patinir,Museo del Prado,11
Q3877896,"Jesus, Mary Magdalene, barefoot, beard, blond hair, chestnut hair, clothed female, naked male, cloud, dress, hoe, kneeling, male toplessness, man, navel, sandal, sky, standing, tree, waist-length hair, woman",1520,Noli me tangere,1523,Antonio da Correggio,Museo del Prado,11
Q3625842,"Cosimo I de' Medici, Grand Duke of Tuscany",1540,Portrait of Cosimo I de' Medici,1543-1545,Bronzino,Uffizi Gallery,11
Q3636299,"Amazons, aquila, arma de ponce, blond hair, bridge, cloud, combat, combat helmet, corpse, cuirass, equestrianism, falling, horse, male toplessness, nude swimming, nudity, shield, sky, spear, toplessness, waist-length hair, watercourse",1610,The Battle of the Amazons,1618,Peter Paul Rubens,"Johann Wilhelm, Elector Palatine",11
Q3687201,"Alecto, Harmonia, Mars, Temple of Janus, Thirty Years' War, Venus, architect, arrow, book, child, drawing, mother, war",1630,Consequences of War,1637,Peter Paul Rubens,Galleria Palatina,11
Q3689716,"Mary Magdalene, Penitent Magdalene, barefoot, blond hair, chair, dress, décolletage, eyebrow, gaze towards the viewer, mortification of the flesh, shoulder, sitting, table, toe, waist-length hair",1620,Conversion of the Magdalene,1620,Artemisia Gentileschi,Galleria Palatina,11
Q3697588,"Jesus, man",1480,Christ at the Column,1487-1490,Donato Bramante,Pinacoteca di Brera,11
Q3910910,"Christ Child, Mary, boy, woman",1460,Presentation at the Temple,1469,Giovanni Bellini,Fondazione Querini Stampalia,11
Q3937561,"Farnese Hours, Giulio Clovio",1570,Portrait of Giulio Clovio,1571,El Greco,Museo di Capodimonte,11
Q3937623,"hat, headdress, necklace, woman",1470,Portrait of Maria Portinari,1470,Hans Memling,Metropolitan Museum of Art,11
Q3937643,Paul III,1540,Portrait of Pope Paul III,1543,Titian,Museo di Capodimonte,11
Q3937806,Mark the Evangelist,1560,Finding of the body of St Mark,1562,Jacopo Tintoretto,Pinacoteca di Brera,11
Q3947210,"Saint George, aureola, blond hair, body armor, cloud, contrapposto, dragon, garland, man, rampart, road, rural area, sky, spear, sword",1460,Saint George,1460,Andrea Mantegna,Gallerie dell'Accademia,11
Q3947309,"Jerome, man",1490,Saint Jerome in the Wilderness,1496,Albrecht Dürer,National Gallery,11
Q3956440,apple,1890,The Basket of Apples,1893,Paul Cézanne,Art Institute of Chicago,11
